PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,ID_Group,Spend_Sum,Cryo_Fam,family_sum,family_kid_num,family_small_kids,family_teen,kids_without_adults,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_Missing,Destination_55 Cancri e,Destination_Missing,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Age_Missing,Age_Infant,Age_Child,Age_Teenager,Age_Young Adult,Age_Adult,Age_Senior,RoomService_Missing,RoomService_$0,RoomService_$0.1_2000,RoomService_$2001_30000,FoodCourt_Missing,FoodCourt_$0,FoodCourt_$0.1_2000,FoodCourt_$2001_30000,ShoppingMall_Missing,ShoppingMall_$0,ShoppingMall_$0.1_2000,ShoppingMall_$2001_30000,Spa_Missing,Spa_$0,Spa_$0.1_2000,Spa_$2001_30000,Spend_Sum_Missing,Spend_Sum_$0,Spend_Sum_$0.1_500,Spend_Sum_$501_1000,Spend_Sum_$1001_1500,Spend_Sum_$1501_2500,Spend_Sum_$2501_4000,Spend_Sum_$4001_36000,VRDeck_Missing,VRDeck_$0,VRDeck_$0.1_2000,VRDeck_$2001_30000,Cabin_Deck_A,Cabin_Deck_B,Cabin_Deck_C,Cabin_Deck_D,Cabin_Deck_E,Cabin_Deck_F,Cabin_Deck_G,Cabin_Deck_Missing,Cabin_Deck_T,Cabin_Side_Missing,Cabin_Side_P,Cabin_Side_S
2867_01,Mars,0,D/89/P,TRAPPIST-1e,41.0,0,71.0,0.0,1617.0,31.0,0.0,0,2867,1719.0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2867_02,Mars,0,E/176/P,TRAPPIST-1e,51.0,0,819.0,4.0,92.0,38.0,0.0,0,2867,953.0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2869_01,Earth,1,G/467/P,PSO J318.5-22,61.0,0,0.0,0.0,0.0,0.0,0.0,1,2869,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2870_01,Earth,0,G/454/S,TRAPPIST-1e,59.0,0,0.0,0.0,1.0,920.0,1.0,1,2870,922.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2871_01,Europa,1,B/88/P,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,1,2871,0.0,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2871_02,Europa,1,B/88/P,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,1,2871,0.0,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2872_01,Earth,0,G/455/S,PSO J318.5-22,57.0,0,0.0,1431.0,0.0,30.0,337.0,1,2872,1798.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2873_01,Mars,0,E/194/S,55 Cancri e,39.0,0,2127.0,-0.5,23.0,0.0,0.0,0,2873,2150.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2875_01,Europa,1,B/107/S,55 Cancri e,55.0,0,0.0,0.0,0.0,0.0,0.0,1,2875,0.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2876_01,Earth,0,G/456/S,TRAPPIST-1e,42.0,0,173.0,656.0,0.0,0.0,23.0,0,2876,852.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2877_01,Earth,0,F/592/P,TRAPPIST-1e,36.0,0,418.0,40.0,7.0,338.0,0.0,0,2877,803.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2878_01,Mars,0,F/593/P,TRAPPIST-1e,42.0,0,44.0,0.0,3648.0,0.0,9.0,1,2878,3701.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2880_01,Earth,1,G/468/P,PSO J318.5-22,32.0,0,0.0,0.0,0.0,0.0,0.0,0,2880,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2881_01,Earth,0,G/457/S,55 Cancri e,6.0,0,0.0,0.0,0.0,0.0,0.0,0,2881,0.0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2882_01,Earth,1,G/458/S,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,0,2882,0.0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2883_01,Earth,0,F/595/P,TRAPPIST-1e,28.0,0,0.0,93.0,1282.0,0.0,0.0,1,2883,1375.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2884_01,Mars,0,D/90/P,TRAPPIST-1e,37.0,0,912.0,0.0,0.0,-0.5,0.0,0,2884,912.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2887_01,Earth,0,G/459/S,TRAPPIST-1e,44.0,0,0.0,0.0,744.0,62.0,3.0,0,2887,809.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2888_01,Mars,0,F/597/P,TRAPPIST-1e,71.0,1,901.0,0.0,1698.0,0.0,0.0,0,2888,2599.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2890_01,Europa,0,B/89/P,TRAPPIST-1e,44.0,0,0.0,351.0,0.0,3.0,3447.0,0,2890,3801.0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2890_02,Europa,1,B/89/P,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,1,2890,0.0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2891_01,Earth,0,G/460/S,TRAPPIST-1e,18.0,0,4.0,904.0,0.0,0.0,1.0,0,2891,909.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2892_01,Earth,0,G/469/P,PSO J318.5-22,3.0,0,0.0,0.0,0.0,0.0,0.0,1,2892,0.0,0,5,4,3,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2892_02,Earth,1,G/469/P,55 Cancri e,12.0,0,0.0,0.0,0.0,0.0,0.0,0,2892,0.0,0,5,4,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2892_03,Earth,1,G/469/P,55 Cancri e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2892,0.0,0,5,4,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2892_04,Earth,0,F/598/P,TRAPPIST-1e,29.0,0,0.0,1311.0,0.0,0.0,0.0,0,2892,1311.0,0,5,4,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2892_05,Earth,0,G/469/P,TRAPPIST-1e,9.0,0,0.0,0.0,0.0,0.0,0.0,0,2892,0.0,0,5,4,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2893_01,Earth,0,G/470/P,55 Cancri e,27.0,0,688.0,307.0,779.0,0.0,19.0,0,2893,1793.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2894_01,Earth,0,F/599/P,PSO J318.5-22,24.0,0,0.0,0.0,443.0,244.0,1.0,0,2894,688.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2897_01,Earth,0,G/461/S,TRAPPIST-1e,38.0,0,1.0,0.0,288.0,0.0,556.0,1,2897,845.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2899_01,Mars,0,F/600/P,TRAPPIST-1e,28.0,0,523.0,0.0,0.0,970.0,0.0,0,2899,1493.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2900_01,Mars,1,Missing,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,2900,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2901_01,Earth,0,F/601/P,TRAPPIST-1e,16.0,0,0.0,20.0,0.0,300.0,681.0,0,2901,1001.0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2901_02,Earth,0,F/601/P,PSO J318.5-22,24.0,0,-0.5,2.0,25.0,-0.5,707.0,1,2901,734.0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2902_01,Earth,0,G/471/P,TRAPPIST-1e,33.0,0,123.0,760.0,0.0,0.0,0.0,0,2902,883.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2905_01,Earth,0,G/462/S,55 Cancri e,24.0,0,489.0,0.0,-0.5,0.0,0.0,0,2905,489.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2906_01,Earth,0,G/463/S,Missing,29.0,0,1.0,0.0,133.0,104.0,574.0,0,2906,812.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2907_01,Earth,0,F/552/S,TRAPPIST-1e,25.0,0,0.0,9.0,2005.0,0.0,5.0,1,2907,2019.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2908_01,Earth,0,G/464/S,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2908,0.0,0,2,2,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2908_02,Earth,0,F/553/S,TRAPPIST-1e,13.0,0,649.0,2.0,0.0,124.0,143.0,0,2908,918.0,0,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2909_01,Earth,1,G/473/P,55 Cancri e,7.0,0,0.0,0.0,0.0,0.0,0.0,0,2909,0.0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2910_01,Earth,0,F/602/P,PSO J318.5-22,32.0,0,0.0,0.0,736.0,0.0,0.0,0,2910,736.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2912_01,Mars,1,E/178/P,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,0,2912,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2913_01,Mars,0,F/603/P,TRAPPIST-1e,49.0,0,21.0,25.0,1509.0,0.0,1042.0,0,2913,2597.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2919_01,Mars,0,D/96/S,TRAPPIST-1e,43.0,0,13.0,2119.0,315.0,0.0,261.0,1,2919,2708.0,0,3,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2919_02,Mars,0,F/555/S,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2919,0.0,0,3,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2919_03,Mars,1,F/555/S,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,1,2919,0.0,0,3,2,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2920_01,Earth,0,F/606/P,TRAPPIST-1e,23.0,0,0.0,179.0,569.0,0.0,0.0,1,2920,748.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2925_01,Mars,0,F/609/P,TRAPPIST-1e,43.0,0,336.0,11.0,796.0,15.0,0.0,1,2925,1158.0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2925_02,Mars,1,F/609/P,55 Cancri e,23.0,0,0.0,0.0,0.0,0.0,0.0,1,2925,0.0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2926_01,Mars,0,Missing,TRAPPIST-1e,43.0,0,828.0,25.0,545.0,107.0,0.0,0,2926,1505.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2927_01,Mars,1,F/611/P,55 Cancri e,41.0,0,0.0,0.0,0.0,0.0,0.0,1,2927,0.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2928_01,Europa,0,B/92/P,55 Cancri e,54.0,1,0.0,2062.0,2.0,19.0,1618.0,0,2928,3701.0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2928_02,Europa,1,B/92/P,TRAPPIST-1e,51.0,0,0.0,0.0,0.0,0.0,0.0,1,2928,0.0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2928_03,Europa,1,B/92/P,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0,1,2928,0.0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2929_01,Earth,1,G/467/S,PSO J318.5-22,48.0,0,0.0,0.0,0.0,0.0,0.0,1,2929,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2930_01,Earth,0,G/474/P,TRAPPIST-1e,45.0,0,-0.5,9.0,0.0,857.0,16.0,0,2930,882.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2934_01,Earth,0,F/557/S,PSO J318.5-22,20.0,0,0.0,689.0,0.0,0.0,0.0,0,2934,689.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2935_01,Europa,0,T/2/P,TRAPPIST-1e,33.0,0,0.0,28.0,0.0,6841.0,543.0,0,2935,7412.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2936_01,Earth,0,G/468/S,TRAPPIST-1e,21.0,0,15.0,30.0,11.0,2.0,388.0,0,2936,446.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2938_01,Europa,1,C/100/P,TRAPPIST-1e,68.0,0,0.0,0.0,0.0,0.0,0.0,1,2938,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2940_01,Earth,0,F/615/P,PSO J318.5-22,23.0,0,5.0,308.0,363.0,7.0,0.0,1,2940,683.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2941_01,Earth,0,G/477/P,TRAPPIST-1e,16.0,-1,24.0,0.0,13.0,717.0,0.0,0,2941,754.0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2942_01,Earth,0,F/558/S,TRAPPIST-1e,35.0,0,198.0,44.0,97.0,30.0,510.0,0,2942,879.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2943_01,Earth,1,G/478/P,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,0,2943,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2944_01,Earth,0,F/559/S,TRAPPIST-1e,51.0,0,214.0,3.0,16.0,569.0,0.0,0,2944,802.0,0,4,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2944_02,Earth,0,G/469/S,PSO J318.5-22,2.0,0,-0.5,0.0,0.0,0.0,0.0,0,2944,0.0,0,4,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2944_03,Earth,1,G/469/S,55 Cancri e,29.0,0,0.0,0.0,0.0,0.0,0.0,0,2944,0.0,0,4,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2944_04,Earth,0,G/469/S,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2944,0.0,0,4,2,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2945_01,Earth,1,G/479/P,55 Cancri e,39.0,0,0.0,0.0,0.0,0.0,0.0,1,2945,0.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2948_01,Europa,0,C/112/S,TRAPPIST-1e,55.0,0,0.0,1971.0,77.0,577.0,1050.0,1,2948,3675.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
